1458765936  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00179.png)
1458765936  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00180.png)
1458765936  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00181.png)
1458765936  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00182.png)
1458765936  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00183.png)
1458765936  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00184.png)
1458765936  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00185.png)
1458765936  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00186.png)
1458765936  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00187.png)
1458765936  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00188.png)
1458765936  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00189.png)
1458765936  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00190.png)
1458765937  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00191.png)
1458765937  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00192.png)
1458765937  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00193.png)
1458765937  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00194.png)
1458765937  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00195.png)
1458765937  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00196.png)
1458765937  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00197.png)
1458765937  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00198.png)
1458765937  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00199.png)
1458765937  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00200.png)
1458765937  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00201.png)
1458765937  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00202.png)
1458765937  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00203.png)
1458765937  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00204.png)
1458765937  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00205.png)
1458765937  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00206.png)
1458765937  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00207.png)
1458765937  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00208.png)
1458765937  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00209.png)
1458765937  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00210.png)
